,1,2,3,4,5,6,7,8,9,10
0,48.63888635823214,140.1804944496028,140.56657072966345,42.32302410734022,49.12991099047234,165.9314309336139,131.80270676926392,79.1181941475333,126.44149063733173,31.864670712281967
1,50.4716898884623,139.11901131540384,144.40836238083233,41.044711887443256,46.10829052836064,165.8865006960068,122.98655366859546,76.72147737451537,130.96787110339042,32.15164966833114
2,51.251501382424,143.04168031538975,154.06976746119312,40.71186596776925,46.93325279282051,162.9315215605817,129.65304546316116,79.80436859755733,132.21391030812154,31.106041419977277
3,51.172104661098466,146.42799369982436,159.80176269960222,40.81415903019084,48.427203053005734,162.5713260327968,134.00121186495647,82.62517782457628,131.45050866485718,34.17031719043251
4,51.40863348665355,147.45336601901724,144.95319615193446,40.69556271818682,48.97629342588769,163.41356722040982,123.73343053023459,82.74434458640731,125.97252363631759,32.60865214647438
5,53.86365323554249,149.28850094861434,146.1683100575877,44.261018748748874,50.01500737702599,169.50470506052545,122.47928418919267,84.22956338629349,129.1572211260018,32.554318684602336
6,54.19597476331283,159.23278802629017,145.72803839254408,44.43686919869648,49.48655134130425,171.16005350426784,128.0644640366943,86.88950920561949,137.32087010955408,36.6124197950991
7,54.888800140338546,154.5435092882134,150.72221973773952,43.92038191822193,52.25125050558743,170.05512565007172,128.85899849190866,89.82901616547849,143.1031843538371,37.36550248752045
8,56.809380212186355,149.58946459917752,140.50033400647044,45.271093596806544,51.63737388304475,178.5491335710115,129.05604228100304,87.14493864600847,146.3980477797919,35.25872069762505
9,60.414939479815175,161.7242758411818,135.21447989057236,44.58864839478926,50.45333423968045,191.89351826190375,137.30039689716682,87.97781949690918,146.28437314821497,34.665187799918506
10,64.42942297704559,175.94255135027527,130.907217821112,45.22331577873431,50.55936068949481,189.15478349529263,137.12362697975152,87.93899562305066,146.0175348138795,36.41524255962896
11,68.9669263222917,166.63010777675987,143.26836896517716,46.9192765189252,50.13396615809121,184.02505472763298,146.4923330170658,91.5443489075817,149.74165943753158,35.25960179826689
12,70.09909848563892,165.29862480534555,150.79224034333998,47.75515369462413,52.71374187580085,187.74583675659085,149.2621624260874,92.03781019174247,155.51112564066275,37.15658591124413
13,69.28459389307794,175.90006103795088,155.6726782988328,45.946510087766626,54.00453898121596,190.07990969122193,146.17644426933794,90.28498440799764,156.5068217815617,36.15831287329971
14,67.38850697859911,178.61145178527977,162.04333909195822,46.56470922524743,55.756464778973,185.10536158905842,138.9615715038559,91.15796399335949,155.2510988826543,35.960335900784244
15,66.19810758572999,172.66634847858762,162.3721327509311,48.69910596156637,52.45614983802147,190.04951816578227,140.4035588863731,94.62234489485559,155.1416206225867,32.23220825762771
16,67.00278031130492,169.9079207129961,155.6280609662214,48.593299531285034,53.6019455396346,184.29049282285496,139.1223160387849,94.29501703093604,152.65778907667783,29.91472004566517
17,68.42425417718606,163.63738295171498,157.11050909545145,48.6864267441654,54.76061607904785,177.4154777152046,138.76046874061666,88.57218408506247,150.22491700679697,34.73669529908265
18,67.73247833565975,158.7271646606811,149.07227980440797,47.471111883856295,55.25119747261031,168.67123455143553,136.62650954191437,88.21194921627558,143.36409905892577,37.348849432090155
19,66.73612480100905,156.9625101812484,145.6353998132474,47.25194290421433,57.79786720391443,160.67118761869136,137.45642764406847,88.25416789534273,145.31428439074216,35.301425431468445
20,65.2909364193084,158.02323853038558,133.2117277955876,45.21048585337072,59.15862931703991,160.9277214248694,138.09622421829778,83.93633347245319,148.03866110722163,36.27863368659856
21,64.91045794874927,149.07117924490345,132.42965745884595,45.891762969583745,55.83499161125715,165.81707106507275,140.6371697439949,82.9142577346114,146.2428151167898,36.223689750910786
22,64.65482140425411,146.2750913764834,137.5184641835007,44.367312851584416,53.642930557357644,170.72168851837924,136.4324611369069,80.06236640283636,137.1392047430836,33.26046187763838
23,61.651435339686046,143.2548934386832,141.97902295917117,44.52284294915372,50.60015748545666,168.41264539832196,139.95249890607343,78.59282722812677,125.8298590271053,30.764883705166966
24,60.88278610746364,144.57806391545535,136.83907740463064,43.23474727477125,48.334490286562314,165.3068257528717,138.57260536511325,80.09982542149598,129.37491531299958,29.711014404741462
25,62.086648299698616,150.12127489937217,133.1756991864603,40.22461905554072,48.02066572793181,157.62588821045648,143.96856216989386,77.40025335242203,134.9349902942495,28.419114112330504
26,63.784306213653764,146.1051108640581,131.10884129544044,38.70687817853363,48.054732475676126,150.58578299421612,130.42650620670884,79.6042939282758,131.69547979804352,28.573883843837724
27,63.9494202800465,144.34703825091788,112.91817641006506,40.24952999168013,47.909098847826336,154.36902566304622,139.83839678951634,74.59612087839778,119.89143287329433,26.248143411782173
28,63.62080801905347,148.8079334328376,96.86444935857199,42.258898113174254,46.027302704779615,159.90901179459314,135.38954460618822,70.0834909030554,118.25314498531935,25.136032038974108
29,60.669982636537206,150.2687658364913,88.15197797559223,42.02873895824793,46.24730683278547,151.66297199478828,140.87242775532548,68.38156900024518,118.6826393613141,24.416464333810847
